MARKET_PLACE,Product_code,Segment,Customer_Site_ID
CHICAGO WISCONSIN,F1,Seg 1-3,430388
CHICAGO WISCONSIN,F1,Seg 1-3,430869
CHICAGO WISCONSIN,F1,Seg 1-3,430869
CHICAGO WISCONSIN,F1,Seg 1-3,430869
MINNESOTA IOWA,A7,Seg 4-6,433281
MINNESOTA IOWA,A1,Seg 1-3,435245
MINNESOTA IOWA,D4,Seg 4-6,435561
MINNESOTA IOWA,D1,Seg 1-3,435654
MINNESOTA IOWA,D1,Seg 1-3,435819
MINNESOTA IOWA,A2,Seg 1-3,435947
MINNESOTA IOWA,A4,Seg 4-6,436131
MINNESOTA IOWA,F1,Seg 1-3,436755
MINNESOTA IOWA,C2,Seg 1-3,437394
MINNESOTA IOWA,D3,Seg 1-3,437608
MINNESOTA IOWA,D2,Seg 1-3,438375
MINNESOTA IOWA,C2,Seg 1-3,439208
MINNESOTA IOWA,D4,Seg 4-6,439373
MINNESOTA IOWA,D3,Seg 1-3,439734
MINNESOTA IOWA,D2,Seg 1-3,439751
MINNESOTA IOWA,A1,Seg 1-3,439926
MINNESOTA IOWA,F1,Seg 1-3,440494
MINNESOTA IOWA,A1,Seg 1-3,441707
MINNESOTA IOWA,D3,Seg 1-3,441784
MINNESOTA IOWA,A1,Seg 1-3,443336
MINNESOTA IOWA,A1,Seg 1-3,443483
CHICAGO WISCONSIN,A3,Seg 1-3,443949
CHICAGO WISCONSIN,F1,Seg 1-3,443991
CHICAGO WISCONSIN,F1,Seg 1-3,443991
CHICAGO WISCONSIN,F1,Seg 1-3,443991
CHICAGO WISCONSIN,A1,Seg 1-3,444188
CHICAGO WISCONSIN,D3,Seg 1-3,444371
CHICAGO WISCONSIN,D3,Seg 1-3,444457
CHICAGO WISCONSIN,F1,Seg 1-3,445770
CHICAGO WISCONSIN,A7,Seg 4-6,447227
CHICAGO WISCONSIN,D3,Seg 1-3,447373
CHICAGO WISCONSIN,D2,Seg 1-3,447444
CHICAGO WISCONSIN,D2,Seg 1-3,447444
CHICAGO WISCONSIN,A1,Seg 1-3,447821
CHICAGO WISCONSIN,F1,Seg 1-3,448066
MINNESOTA IOWA,A1,Seg 1-3,448679
MINNESOTA IOWA,A1,Seg 1-3,448679
MINNESOTA IOWA,D3,Seg 1-3,448679
MINNESOTA IOWA,D3,Seg 1-3,448679
MINNESOTA IOWA,D4,Seg 4-6,448679
MINNESOTA IOWA,F1,Seg 1-3,448679
MINNESOTA IOWA,F1,Seg 1-3,448679
MINNESOTA IOWA,F1,Seg 1-3,448679
MINNESOTA IOWA,F1,Seg 1-3,448679
MINNESOTA IOWA,F1,Seg 1-3,448679
MINNESOTA IOWA,D1,Seg 1-3,448679
CHICAGO WISCONSIN,D2,Seg 1-3,448806
MINNESOTA IOWA,A1,Seg 1-3,448972
CHICAGO WISCONSIN,F1,Seg 1-3,449077
CHICAGO WISCONSIN,F1,Seg 1-3,449077
MINNESOTA IOWA,A4,Seg 4-6,449245
MINNESOTA IOWA,D3,Seg 1-3,449362
MINNESOTA IOWA,F1,Seg 1-3,449362
MINNESOTA IOWA,F1,Seg 1-3,449362
MINNESOTA IOWA,D1,Seg 1-3,449362
MINNESOTA IOWA,D3,Seg 1-3,449441
MINNESOTA IOWA,D5,Seg 4-6,449455
MINNESOTA IOWA,A7,Seg 4-6,449886
MINNESOTA IOWA,D2,Seg 1-3,449886
MINNESOTA IOWA,F1,Seg 1-3,449907
MICHIGAN,F1,Seg 1-3,449970
CHICAGO WISCONSIN,F1,Seg 1-3,450321
CHICAGO WISCONSIN,F1,Seg 1-3,450321
MINNESOTA IOWA,A2,Seg 1-3,450721
MINNESOTA IOWA,D3,Seg 1-3,450739
MINNESOTA IOWA,F1,Seg 1-3,450739
MINNESOTA IOWA,A1,Seg 1-3,450796
CHICAGO WISCONSIN,F1,Seg 1-3,451120
MINNESOTA IOWA,F1,Seg 1-3,451542
MINNESOTA IOWA,F1,Seg 1-3,451579
MINNESOTA IOWA,F1,Seg 1-3,451579
MINNESOTA IOWA,F1,Seg 1-3,451579
MINNESOTA IOWA,A4,Seg 4-6,451836
MICHIGAN,A1,Seg 1-3,452032
MICHIGAN,A2,Seg 1-3,452032
MICHIGAN,F1,Seg 1-3,452154
MICHIGAN,F1,Seg 1-3,452154
MICHIGAN,D2,Seg 1-3,452161
MICHIGAN,F1,Seg 1-3,452161
MICHIGAN,F1,Seg 1-3,452161
MICHIGAN,F1,Seg 1-3,452161
MICHIGAN,A2,Seg 1-3,452501
MICHIGAN,A4,Seg 4-6,452583
MICHIGAN,D3,Seg 1-3,452682
MICHIGAN,D2,Seg 1-3,452896
MICHIGAN,D3,Seg 1-3,452981
MICHIGAN,D3,Seg 1-3,453089
MICHIGAN,D3,Seg 1-3,453766
MICHIGAN,D3,Seg 1-3,453855
MICHIGAN,F1,Seg 1-3,453855
MICHIGAN,F1,Seg 1-3,453956
MICHIGAN,A4,Seg 4-6,454025
MICHIGAN,D3,Seg 1-3,454025
OHIO VALLEY,D6,Seg 4-6,454211
MICHIGAN,A3,Seg 1-3,454233
MICHIGAN,A3,Seg 1-3,454445
MICHIGAN,A1,Seg 1-3,454542
MICHIGAN,A1,Seg 1-3,454542
MICHIGAN,F1,Seg 1-3,455267
MICHIGAN,C2,Seg 1-3,455811
MICHIGAN,A3,Seg 1-3,455922
MICHIGAN,A2,Seg 1-3,455935
MICHIGAN,D4,Seg 4-6,456017
MICHIGAN,A1,Seg 1-3,456211
MICHIGAN,D4,Seg 4-6,456229
MICHIGAN,D3,Seg 1-3,456663
MICHIGAN,A4,Seg 4-6,456884
MICHIGAN,F1,Seg 1-3,456954
MICHIGAN,F1,Seg 1-3,457189
MICHIGAN,A3,Seg 1-3,457573
MICHIGAN,A4,Seg 4-6,457635
MICHIGAN,A1,Seg 1-3,457635
MICHIGAN,D2,Seg 1-3,458162
MICHIGAN,D3,Seg 1-3,458167
MICHIGAN,D3,Seg 1-3,458316
MICHIGAN,D3,Seg 1-3,458476
MICHIGAN,D2,Seg 1-3,458536
MICHIGAN,A3,Seg 1-3,458555
MICHIGAN,D2,Seg 1-3,458773
MICHIGAN,A1,Seg 1-3,458842
MICHIGAN,F1,Seg 1-3,458842
MICHIGAN,D3,Seg 1-3,459270
MICHIGAN,F1,Seg 1-3,459404
MICHIGAN,F1,Seg 1-3,459423
MICHIGAN,A2,Seg 1-3,459632
MICHIGAN,F1,Seg 1-3,459792
MICHIGAN,D3,Seg 1-3,460117
MICHIGAN,A4,Seg 4-6,460327
MICHIGAN,F1,Seg 1-3,460327
MICHIGAN,D2,Seg 1-3,460471
MICHIGAN,A2,Seg 1-3,461551
MICHIGAN,F1,Seg 1-3,461562
MICHIGAN,D3,Seg 1-3,461806
OHIO VALLEY,F1,Seg 1-3,461862
MICHIGAN,D4,Seg 4-6,462014
MICHIGAN,F1,Seg 1-3,462267
MICHIGAN,F1,Seg 1-3,462869
MICHIGAN,D3,Seg 1-3,462869
MICHIGAN,D3,Seg 1-3,462947
MICHIGAN,D4,Seg 4-6,462947
MICHIGAN,A1,Seg 1-3,463001
MICHIGAN,A4,Seg 4-6,463454
MICHIGAN,A4,Seg 4-6,463924
MICHIGAN,A4,Seg 4-6,463940
MICHIGAN,F1,Seg 1-3,463988
MICHIGAN,F1,Seg 1-3,463988
MICHIGAN,F1,Seg 1-3,463988
MICHIGAN,A3,Seg 1-3,464080
MICHIGAN,A4,Seg 4-6,464080
MICHIGAN,A3,Seg 1-3,464080
MICHIGAN,D3,Seg 1-3,464216
MICHIGAN,F1,Seg 1-3,464326
MICHIGAN,C2,Seg 1-3,464385
MICHIGAN,D3,Seg 1-3,464854
MICHIGAN,D2,Seg 1-3,465198
MICHIGAN,A4,Seg 4-6,465386
MICHIGAN,D4,Seg 4-6,465574
MICHIGAN,F1,Seg 1-3,465799
MICHIGAN,D3,Seg 1-3,465951
MICHIGAN,F1,Seg 1-3,466572
MICHIGAN,D2,Seg 1-3,466776
MICHIGAN,F1,Seg 1-3,466906
MICHIGAN,F1,Seg 1-3,466906
MICHIGAN,C2,Seg 1-3,467160
MICHIGAN,D4,Seg 4-6,467449
MICHIGAN,D4,Seg 4-6,467449
MICHIGAN,F1,Seg 1-3,467486
MICHIGAN,C2,Seg 1-3,467693
MICHIGAN,F1,Seg 1-3,467877
MICHIGAN,A2,Seg 1-3,468063
MICHIGAN,A1,Seg 1-3,469272
MICHIGAN,A1,Seg 1-3,469272
MICHIGAN,A2,Seg 1-3,469352
MICHIGAN,F1,Seg 1-3,469537
MICHIGAN,D4,Seg 4-6,469578
MICHIGAN,F1,Seg 1-3,469842
MICHIGAN,D1,Seg 1-3,469936
MICHIGAN,D2,Seg 1-3,469999
MICHIGAN,F1,Seg 1-3,470256
MICHIGAN,A1,Seg 1-3,470256
MICHIGAN,C2,Seg 1-3,470458
MICHIGAN,D1,Seg 1-3,470787
MICHIGAN,D2,Seg 1-3,470999
MICHIGAN,F1,Seg 1-3,471312
MICHIGAN,D3,Seg 1-3,471455
MICHIGAN,F1,Seg 1-3,471593
MICHIGAN,F1,Seg 1-3,472925
MICHIGAN,D3,Seg 1-3,473305
MICHIGAN,C2,Seg 1-3,473334
MICHIGAN,C2,Seg 1-3,473383
MICHIGAN,F1,Seg 1-3,473394
MICHIGAN,D4,Seg 4-6,473394
MICHIGAN,D4,Seg 4-6,473731
MICHIGAN,D2,Seg 1-3,473740
MICHIGAN,D3,Seg 1-3,473921
MICHIGAN,D4,Seg 4-6,473921
MICHIGAN,F1,Seg 1-3,473921
MICHIGAN,D1,Seg 1-3,474063
MICHIGAN,A2,Seg 1-3,474152
MICHIGAN,D3,Seg 1-3,474152
MICHIGAN,F1,Seg 1-3,474152
MICHIGAN,F1,Seg 1-3,474152
MICHIGAN,F1,Seg 1-3,474152
MICHIGAN,F1,Seg 1-3,474152
MICHIGAN,D3,Seg 1-3,474163
MICHIGAN,A4,Seg 4-6,474816
MICHIGAN,D4,Seg 4-6,474850
MICHIGAN,D4,Seg 4-6,474850
MICHIGAN,F1,Seg 1-3,474850
OHIO VALLEY,D4,Seg 4-6,474926
MICHIGAN,A2,Seg 1-3,475127
MICHIGAN,F1,Seg 1-3,475871
MICHIGAN,A2,Seg 1-3,475902
MICHIGAN,D2,Seg 1-3,476155
MICHIGAN,D2,Seg 1-3,476155
MICHIGAN,D2,Seg 1-3,476155
MICHIGAN,D2,Seg 1-3,476155
MICHIGAN,F1,Seg 1-3,476417
MICHIGAN,D1,Seg 1-3,476878
MICHIGAN,D4,Seg 4-6,476959
MICHIGAN,D3,Seg 1-3,477359
MICHIGAN,F1,Seg 1-3,477886
MICHIGAN,D4,Seg 4-6,478233
MICHIGAN,D1,Seg 1-3,478466
MICHIGAN,D3,Seg 1-3,478466
MICHIGAN,D3,Seg 1-3,478700
MICHIGAN,A2,Seg 1-3,478958
MICHIGAN,C2,Seg 1-3,479424
MICHIGAN,D3,Seg 1-3,479445
MICHIGAN,A1,Seg 1-3,479472
MICHIGAN,D3,Seg 1-3,479472
MICHIGAN,D3,Seg 1-3,479472
MICHIGAN,D4,Seg 4-6,479472
MICHIGAN,D1,Seg 1-3,479607
MICHIGAN,F1,Seg 1-3,479962
MICHIGAN,F1,Seg 1-3,480198
MICHIGAN,F1,Seg 1-3,480200
MICHIGAN,F1,Seg 1-3,480319
MICHIGAN,F1,Seg 1-3,480319
MICHIGAN,F1,Seg 1-3,480319
MICHIGAN,D3,Seg 1-3,480664
MICHIGAN,D3,Seg 1-3,480664
MICHIGAN,D3,Seg 1-3,481845
MICHIGAN,A1,Seg 1-3,481856
MICHIGAN,A4,Seg 4-6,481882
MICHIGAN,F1,Seg 1-3,481939
MICHIGAN,A2,Seg 1-3,482559
INDIANA KENTUCKY,D3,Seg 1-3,482593
MICHIGAN,F1,Seg 1-3,482674
MICHIGAN,F1,Seg 1-3,482674
MICHIGAN,D4,Seg 4-6,482862
MICHIGAN,D4,Seg 4-6,482864
MICHIGAN,F1,Seg 1-3,483002
MICHIGAN,F1,Seg 1-3,483003
MICHIGAN,D3,Seg 1-3,483085
MICHIGAN,A2,Seg 1-3,483114
MICHIGAN,A4,Seg 4-6,483721
MICHIGAN,D3,Seg 1-3,485625
MICHIGAN,D1,Seg 1-3,486033
MICHIGAN,F1,Seg 1-3,486110
MICHIGAN,A4,Seg 4-6,486172
MICHIGAN,F1,Seg 1-3,486408
MICHIGAN,A4,Seg 4-6,486938
MICHIGAN,D3,Seg 1-3,487258
MICHIGAN,F1,Seg 1-3,487635
MICHIGAN,C2,Seg 1-3,488259
MICHIGAN,A2,Seg 1-3,488350
MICHIGAN,A2,Seg 1-3,488350
MICHIGAN,A4,Seg 4-6,488350
MICHIGAN,C2,Seg 1-3,488350
MICHIGAN,A4,Seg 4-6,488406
MICHIGAN,F1,Seg 1-3,488452
MICHIGAN,A2,Seg 1-3,488631
MICHIGAN,D3,Seg 1-3,489521
MICHIGAN,D2,Seg 1-3,489697
MICHIGAN,F1,Seg 1-3,489747
MICHIGAN,D3,Seg 1-3,489779
MICHIGAN,D3,Seg 1-3,489797
MICHIGAN,F1,Seg 1-3,489805
MICHIGAN,F1,Seg 1-3,489805
MICHIGAN,C2,Seg 1-3,490411
MICHIGAN,D5,Seg 4-6,490411
MICHIGAN,D5,Seg 4-6,490411
MICHIGAN,D3,Seg 1-3,490687
MICHIGAN,D4,Seg 4-6,490687
MICHIGAN,D2,Seg 1-3,491022
MICHIGAN,A3,Seg 1-3,491068
MICHIGAN,D2,Seg 1-3,491070
MICHIGAN,D2,Seg 1-3,491070
INDIANA KENTUCKY,A1,Seg 1-3,491836
MICHIGAN,D4,Seg 4-6,491938
MICHIGAN,D4,Seg 4-6,491938
MICHIGAN,F1,Seg 1-3,491938
MICHIGAN,F1,Seg 1-3,492016
MICHIGAN,F1,Seg 1-3,492137
MICHIGAN,A4,Seg 4-6,492141
MICHIGAN,A4,Seg 4-6,492141
MICHIGAN,D4,Seg 4-6,492604
MICHIGAN,C2,Seg 1-3,492604
MICHIGAN,D4,Seg 4-6,492679
MICHIGAN,D5,Seg 4-6,492679
MICHIGAN,F1,Seg 1-3,492828
MICHIGAN,D2,Seg 1-3,492958
MICHIGAN,A2,Seg 1-3,493163
MICHIGAN,A4,Seg 4-6,493371
MICHIGAN,A4,Seg 4-6,493643
MICHIGAN,D3,Seg 1-3,493643
MICHIGAN,A4,Seg 4-6,493657
MICHIGAN,A4,Seg 4-6,493657
MICHIGAN,F1,Seg 1-3,494469
MICHIGAN,D2,Seg 1-3,494591
MICHIGAN,D3,Seg 1-3,494860
MICHIGAN,D4,Seg 4-6,494860
MICHIGAN,D1,Seg 1-3,494902
MICHIGAN,F1,Seg 1-3,494942
MICHIGAN,D2,Seg 1-3,495485
GEORGIA,F1,Seg 1-3,496007
MICHIGAN,D7,Seg 4-6,496021
INDIANA KENTUCKY,A2,Seg 1-3,496022
INDIANA KENTUCKY,D4,Seg 4-6,496022
INDIANA KENTUCKY,F1,Seg 1-3,496022
ATAM,D3,Seg 1-3,496194
ATAM,D3,Seg 1-3,496194
CAROLINAS,D1,Seg 1-3,496311
CAROLINAS,D1,Seg 1-3,496311
CAROLINAS,D1,Seg 1-3,496311
CAROLINAS,D4,Seg 4-6,496311
CAROLINAS,D4,Seg 4-6,496311
CAROLINAS,D4,Seg 4-6,496311
CAROLINAS,D2,Seg 1-3,496381
CAROLINAS,F1,Seg 1-3,496521
CAROLINAS,F1,Seg 1-3,496521
CAROLINAS,D3,Seg 1-3,496557
CAROLINAS,D3,Seg 1-3,496557
EAST TEXAS LOUISIANA,D4,Seg 4-6,496610
GEORGIA,C2,Seg 1-3,496689
GEORGIA,F1,Seg 1-3,496718
GEORGIA,D4,Seg 4-6,496721
MICHIGAN,D2,Seg 1-3,498037
MICHIGAN,D2,Seg 1-3,498201
MICHIGAN,F1,Seg 1-3,499036
MICHIGAN,F1,Seg 1-3,499036
MICHIGAN,F1,Seg 1-3,499036
MICHIGAN,F1,Seg 1-3,499036
MICHIGAN,F1,Seg 1-3,499036
MICHIGAN,F1,Seg 1-3,499036
MICHIGAN,F1,Seg 1-3,499036
MICHIGAN,F1,Seg 1-3,499036
MICHIGAN,F1,Seg 1-3,499036
MICHIGAN,F1,Seg 1-3,499036
MICHIGAN,F1,Seg 1-3,499036
MICHIGAN,F1,Seg 1-3,499036
MICHIGAN,F1,Seg 1-3,499036
MICHIGAN,F1,Seg 1-3,499036
MICHIGAN,F1,Seg 1-3,499036
MICHIGAN,F1,Seg 1-3,499036
MICHIGAN,D3,Seg 1-3,499036
MICHIGAN,A1,Seg 1-3,499036
MICHIGAN,F1,Seg 1-3,499068
MICHIGAN,F1,Seg 1-3,499068
MICHIGAN,F1,Seg 1-3,499068
MICHIGAN,F1,Seg 1-3,499068
MICHIGAN,D2,Seg 1-3,499069
MICHIGAN,F1,Seg 1-3,499596
MICHIGAN,D7,Seg 4-6,499663
MICHIGAN,D3,Seg 1-3,499668
MICHIGAN,D2,Seg 1-3,499986
SOUTHERN NEW ENGLAND,F1,Seg 1-3,500337
SOUTHERN NEW ENGLAND,A1,Seg 1-3,500342
SOUTHERN NEW ENGLAND,D4,Seg 4-6,500342
SOUTHERN NEW ENGLAND,F1,Seg 1-3,500342
SOUTHERN NEW ENGLAND,F1,Seg 1-3,500342
SOUTHERN NEW ENGLAND,D1,Seg 1-3,500390
SOUTHERN NEW ENGLAND,F1,Seg 1-3,500521
MICHIGAN,F1,Seg 1-3,500769
SOUTHERN NEW ENGLAND,A2,Seg 1-3,500829
SOUTHERN NEW ENGLAND,A2,Seg 1-3,500829
MICHIGAN,D2,Seg 1-3,500908
SOUTHERN NEW ENGLAND,D1,Seg 1-3,501011
SOUTHERN NEW ENGLAND,D1,Seg 1-3,501183
MICHIGAN,F1,Seg 1-3,501213
SOUTHERN NEW ENGLAND,A4,Seg 4-6,501233
MICHIGAN,A1,Seg 1-3,501247
SOUTHERN NEW ENGLAND,A2,Seg 1-3,501251
SOUTHERN NEW ENGLAND,D3,Seg 1-3,501268
MICHIGAN,D3,Seg 1-3,501386
SOUTHERN NEW ENGLAND,F1,Seg 1-3,501558
SOUTHERN NEW ENGLAND,D4,Seg 4-6,501588
MICHIGAN,F1,Seg 1-3,501589
SOUTHERN NEW ENGLAND,D1,Seg 1-3,501701
MICHIGAN,D2,Seg 1-3,501733
MICHIGAN,D4,Seg 4-6,501782
SOUTHERN NEW ENGLAND,A2,Seg 1-3,501934
SOUTHERN NEW ENGLAND,D3,Seg 1-3,502014
SOUTHERN NEW ENGLAND,D3,Seg 1-3,502139
SOUTHERN NEW ENGLAND,A2,Seg 1-3,502217
MICHIGAN,F1,Seg 1-3,502271
SOUTHERN NEW ENGLAND,D1,Seg 1-3,502291
SOUTHERN NEW ENGLAND,A4,Seg 4-6,502293
SOUTHERN NEW ENGLAND,D3,Seg 1-3,502293
SOUTHERN NEW ENGLAND,F1,Seg 1-3,502469
MICHIGAN,A2,Seg 1-3,502489
MICHIGAN,A1,Seg 1-3,502506
SOUTHERN NEW ENGLAND,D3,Seg 1-3,502539
MICHIGAN,F1,Seg 1-3,502559
MICHIGAN,F1,Seg 1-3,502559
SOUTHERN NEW ENGLAND,A4,Seg 4-6,502571
SOUTHERN NEW ENGLAND,A4,Seg 4-6,502571
SOUTHERN NEW ENGLAND,A4,Seg 4-6,502571
SOUTHERN NEW ENGLAND,A4,Seg 4-6,502571
SOUTHERN NEW ENGLAND,A4,Seg 4-6,502571
SOUTHERN NEW ENGLAND,D4,Seg 4-6,502571
SOUTHERN NEW ENGLAND,D4,Seg 4-6,502571
SOUTHERN NEW ENGLAND,D6,Seg 4-6,502571
MICHIGAN,D2,Seg 1-3,503075
SOUTHERN NEW ENGLAND,C2,Seg 1-3,503137
MICHIGAN,A4,Seg 4-6,503282
SOUTHERN NEW ENGLAND,D3,Seg 1-3,503399
SOUTHERN NEW ENGLAND,D3,Seg 1-3,503399
SOUTHERN NEW ENGLAND,A4,Seg 4-6,503508
SOUTHERN NEW ENGLAND,C2,Seg 1-3,503548
SOUTHERN NEW ENGLAND,F1,Seg 1-3,503589
MICHIGAN,A2,Seg 1-3,503628
MICHIGAN,A2,Seg 1-3,503628
MICHIGAN,A4,Seg 4-6,503628
MICHIGAN,A2,Seg 1-3,503629
MICHIGAN,A2,Seg 1-3,503629
MICHIGAN,A4,Seg 4-6,503629
SOUTHERN NEW ENGLAND,F1,Seg 1-3,503688
SOUTHERN NEW ENGLAND,D1,Seg 1-3,503752
MICHIGAN,F1,Seg 1-3,503765
MICHIGAN,F1,Seg 1-3,503765
SOUTHERN NEW ENGLAND,D1,Seg 1-3,503769
SOUTHERN NEW ENGLAND,D1,Seg 1-3,503817
SOUTHERN NEW ENGLAND,D1,Seg 1-3,503837
SOUTHERN NEW ENGLAND,A2,Seg 1-3,503996
SOUTHERN NEW ENGLAND,D1,Seg 1-3,504002
SOUTHERN NEW ENGLAND,F1,Seg 1-3,504607
SOUTHERN NEW ENGLAND,D2,Seg 1-3,504654
SOUTHERN NEW ENGLAND,D1,Seg 1-3,504868
GEORGIA,F1,Seg 1-3,504905
MICHIGAN,D2,Seg 1-3,505052
SOUTHERN NEW ENGLAND,D4,Seg 4-6,505396
SOUTHERN NEW ENGLAND,D4,Seg 4-6,505573
SOUTHERN NEW ENGLAND,A1,Seg 1-3,505714
MICHIGAN,A3,Seg 1-3,505735
MICHIGAN,A4,Seg 4-6,505735
MICHIGAN,A4,Seg 4-6,505735
MICHIGAN,A4,Seg 4-6,505735
MICHIGAN,A4,Seg 4-6,505735
MICHIGAN,D3,Seg 1-3,505735
MICHIGAN,F1,Seg 1-3,505735
MICHIGAN,F1,Seg 1-3,505735
MICHIGAN,F1,Seg 1-3,505735
SOUTHERN NEW ENGLAND,F1,Seg 1-3,505737
MICHIGAN,A4,Seg 4-6,505738
MICHIGAN,A4,Seg 4-6,505738
MICHIGAN,D3,Seg 1-3,505738
MICHIGAN,D4,Seg 4-6,505738
MICHIGAN,F1,Seg 1-3,505738
MICHIGAN,F1,Seg 1-3,505738
MICHIGAN,F1,Seg 1-3,505738
SOUTHERN NEW ENGLAND,D3,Seg 1-3,505874
SOUTHERN NEW ENGLAND,D1,Seg 1-3,505945
MICHIGAN,D2,Seg 1-3,506008
MICHIGAN,A3,Seg 1-3,506105
SOUTHERN NEW ENGLAND,F1,Seg 1-3,506154
SOUTHERN NEW ENGLAND,A1,Seg 1-3,506298
SOUTHERN NEW ENGLAND,A1,Seg 1-3,506298
SOUTHERN NEW ENGLAND,D4,Seg 4-6,506338
MICHIGAN,F1,Seg 1-3,506404
MICHIGAN,A4,Seg 4-6,506404
MICHIGAN,A4,Seg 4-6,506409
MICHIGAN,D4,Seg 4-6,506460
MICHIGAN,F1,Seg 1-3,506460
MICHIGAN,F1,Seg 1-3,506460
MICHIGAN,D3,Seg 1-3,506467
MICHIGAN,D3,Seg 1-3,506542
SOUTHERN NEW ENGLAND,D4,Seg 4-6,506548
MICHIGAN,A1,Seg 1-3,506928
MICHIGAN,F1,Seg 1-3,507006
MICHIGAN,D3,Seg 1-3,507239
MICHIGAN,F1,Seg 1-3,507239
MICHIGAN,F1,Seg 1-3,507239
MICHIGAN,D4,Seg 4-6,507259
MICHIGAN,A2,Seg 1-3,507457
MICHIGAN,D3,Seg 1-3,507771
SOUTHERN NEW ENGLAND,F1,Seg 1-3,507848
SOUTHERN NEW ENGLAND,A2,Seg 1-3,507888
SOUTHERN NEW ENGLAND,D3,Seg 1-3,507950
SOUTHERN NEW ENGLAND,D3,Seg 1-3,508047
SOUTHERN NEW ENGLAND,F1,Seg 1-3,508223
SOUTHERN NEW ENGLAND,D2,Seg 1-3,508287
SOUTHERN NEW ENGLAND,D4,Seg 4-6,508449
SOUTHERN NEW ENGLAND,D3,Seg 1-3,508463
SOUTHERN NEW ENGLAND,D4,Seg 4-6,508537
SOUTHERN NEW ENGLAND,F1,Seg 1-3,508559
MICHIGAN,D3,Seg 1-3,508630
CAROLINAS,C2,Seg 1-3,508637
CAROLINAS,D1,Seg 1-3,508637
CAROLINAS,D1,Seg 1-3,508637
CAROLINAS,D1,Seg 1-3,508637
CAROLINAS,D2,Seg 1-3,508637
CAROLINAS,D3,Seg 1-3,508637
CAROLINAS,D3,Seg 1-3,508637
CAROLINAS,D3,Seg 1-3,508637
CAROLINAS,D4,Seg 4-6,508637
CAROLINAS,D4,Seg 4-6,508637
CAROLINAS,F1,Seg 1-3,508637
CAROLINAS,F1,Seg 1-3,508637
CAROLINAS,F1,Seg 1-3,508637
CAROLINAS,F1,Seg 1-3,508637
MICHIGAN,A1,Seg 1-3,508671
SOUTHERN NEW ENGLAND,D3,Seg 1-3,508804
SOUTHERN NEW ENGLAND,C2,Seg 1-3,508810
SOUTHERN NEW ENGLAND,D2,Seg 1-3,508839
SOUTHERN NEW ENGLAND,D4,Seg 4-6,508839
SOUTHERN NEW ENGLAND,F1,Seg 1-3,508839
SOUTHERN NEW ENGLAND,F1,Seg 1-3,508839
SOUTHERN NEW ENGLAND,F1,Seg 1-3,509053
SOUTHERN NEW ENGLAND,F1,Seg 1-3,509053
SOUTHERN NEW ENGLAND,F1,Seg 1-3,509053
SOUTHERN NEW ENGLAND,F1,Seg 1-3,509053
SOUTHERN NEW ENGLAND,F1,Seg 1-3,509053
SOUTHERN NEW ENGLAND,F1,Seg 1-3,509053
SOUTHERN NEW ENGLAND,F1,Seg 1-3,509053
SOUTHERN NEW ENGLAND,F1,Seg 1-3,509053
SOUTHERN NEW ENGLAND,F1,Seg 1-3,509053
SOUTHERN NEW ENGLAND,F1,Seg 1-3,509053
SOUTHERN NEW ENGLAND,F1,Seg 1-3,509053
SOUTHERN NEW ENGLAND,F1,Seg 1-3,509053
SOUTHERN NEW ENGLAND,F1,Seg 1-3,509053
SOUTHERN NEW ENGLAND,F1,Seg 1-3,509053
SOUTHERN NEW ENGLAND,F1,Seg 1-3,509053
SOUTHERN NEW ENGLAND,F1,Seg 1-3,509053
SOUTHERN NEW ENGLAND,F1,Seg 1-3,509053
SOUTHERN NEW ENGLAND,F1,Seg 1-3,509053
SOUTHERN NEW ENGLAND,F1,Seg 1-3,509053
SOUTHERN NEW ENGLAND,F1,Seg 1-3,509080
MICHIGAN,A3,Seg 1-3,509314
MICHIGAN,D2,Seg 1-3,509324
SOUTHERN NEW ENGLAND,D5,Seg 4-6,509844
SOUTHERN NEW ENGLAND,D5,Seg 4-6,509844
MICHIGAN,D3,Seg 1-3,510073
MICHIGAN,D4,Seg 4-6,510073
SOUTHERN NEW ENGLAND,F1,Seg 1-3,510223
SOUTHERN NEW ENGLAND,A1,Seg 1-3,510265
SOUTHERN NEW ENGLAND,A3,Seg 1-3,510333
SOUTHERN NEW ENGLAND,D1,Seg 1-3,510352
SOUTHERN NEW ENGLAND,D1,Seg 1-3,510356
SOUTHERN NEW ENGLAND,F1,Seg 1-3,510389
SOUTHERN NEW ENGLAND,D1,Seg 1-3,510529
MICHIGAN,A1,Seg 1-3,511113
SOUTHERN NEW ENGLAND,D1,Seg 1-3,511204
MICHIGAN,C1,Seg 1-3,511416
MICHIGAN,F1,Seg 1-3,511486
SOUTHERN NEW ENGLAND,A2,Seg 1-3,511533
SOUTHERN NEW ENGLAND,F1,Seg 1-3,511533
SOUTHERN NEW ENGLAND,A1,Seg 1-3,511536
CHICAGO WISCONSIN,A1,Seg 1-3,511582
MICHIGAN,D3,Seg 1-3,511633
MICHIGAN,D4,Seg 4-6,511633
MICHIGAN,F1,Seg 1-3,511741
MICHIGAN,D4,Seg 4-6,511916
SOUTHERN NEW ENGLAND,D1,Seg 1-3,511970
SOUTHERN NEW ENGLAND,A1,Seg 1-3,512132
SOUTHERN NEW ENGLAND,F1,Seg 1-3,512132
